,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_num_iterations,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,1.2916990121205647,0.2054030750959705,0.13962300618489584,0.022794651446856617,0.1,3,50,0.8094741443389933,0.80777112664235,0.7899456959311424,0.8023969889708286,0.008831802046727615,25
1,2.932122071584066,0.8835636808448577,0.2759233315785726,0.025062078769920046,0.1,3,100,0.8169223037557454,0.8140817503511218,0.7979800998247751,0.8096613846438808,0.008340923097592602,20
2,3.7919793128967285,0.07071422036695979,0.41012032826741535,0.05156927707430185,0.1,3,150,0.8216789859988808,0.8179608143918067,0.8006975402365814,0.8134457802090895,0.009141276964859484,17
3,3.614007075627645,0.6232765640590555,0.3580296039581299,0.0076605342298539355,0.1,3,200,0.823996576474,0.8205222741074136,0.8026023895984782,0.8157070800599641,0.00937434009418384,12
4,4.041417598724365,0.19186587081204295,0.4553992748260498,0.0025473060816298783,0.1,3,250,0.8251567162070068,0.8221153567611567,0.8042175481877094,0.8171632070519577,0.009237785787796837,11
5,2.0754153728485107,0.02466249430754964,0.1833639939626058,0.006436385749880493,0.1,7,50,0.8295198621630775,0.8270631090917218,0.8060543051382664,0.820879092131022,0.010530578994807884,10
6,3.1863108476003013,0.10320115416883695,0.3130280176798503,0.018467288668537814,0.1,7,100,0.8315382001563274,0.8286550828889434,0.8076554156505087,0.8226162328985932,0.010644173080213367,8
7,4.320167620976766,0.3108867932615134,0.42081332206726074,0.004892110892364825,0.1,7,150,0.8315237155640831,0.8290818357215635,0.8081247879860324,0.8229101130905597,0.010502224308093,6
8,5.6509857177734375,0.41998419883469895,0.6305862267812093,0.08961573806160578,0.1,7,200,0.8315874736917508,0.8293360662106286,0.8083848711491246,0.8231028036838346,0.010447658828136919,5
9,8.214027722676596,0.9262748445771756,0.9023866653442383,0.14049470782956142,0.1,7,250,0.8315421757532984,0.8295689893885502,0.8085025335907181,0.8232045662441889,0.010427070193021548,1
10,2.6777986685434976,0.8331328807604992,0.18898383776346842,0.016121113474802377,0.1,10,50,0.8298858237474859,0.8271225296048385,0.8071439269179466,0.8213840934234237,0.010132314813094474,9
11,3.5272440115610757,0.1660768597694117,0.33114075660705566,0.002401635740199507,0.1,10,100,0.8314933515026137,0.8289376529114103,0.8081172222846288,0.8228494088995509,0.010469348615997662,7
12,4.8143448034922285,0.22508196179999518,0.48232730229695636,0.026645058338558604,0.1,10,150,0.8315507516782623,0.8294527213698715,0.8084646065662406,0.8231560265381249,0.010423652539183483,4
13,7.983530521392822,0.7241976888937209,0.8240814208984375,0.14482159082174217,0.1,10,200,0.8313061538747991,0.8296616364611977,0.8085297566382895,0.8231658489914288,0.010371033664591196,2
14,8.488300085067749,0.1135093047044671,0.8327152729034424,0.03997074710957529,0.1,10,250,0.8309455386602365,0.8299303150821562,0.8086081790996726,0.8231613442806885,0.010298984814625189,3
15,2.174460013707479,0.6382898844743087,0.18557063738505045,0.0659208496547663,0.01,3,50,0.7830590977527891,0.7817455093708927,0.7696894251373663,0.7781646774203494,0.006016854358351553,50
16,5.980784098307292,1.4971020160250574,0.455003023147583,0.19377995511193566,0.01,3,100,0.7869642565974282,0.7854234065031558,0.7728470159215347,0.7817448930073728,0.00632311722856525,49
17,3.6335856914520264,0.7346568550732184,0.3009002208709717,0.02876484162115565,0.01,3,150,0.7901411130261626,0.788578140524351,0.7754037780193177,0.7847076771899438,0.006609721405789982,46
18,4.643586953481038,0.5831276326103293,0.4283113479614258,0.02267939636802645,0.01,3,200,0.7948640890351637,0.7926928607481482,0.7787154830713164,0.7887574776182094,0.007155873994067418,41
19,5.0659332275390625,0.3927103763273078,0.4547594388326009,0.009712340821735175,0.01,3,250,0.7986106630118203,0.7965478019797119,0.7822116842234301,0.7924567164049874,0.007293118318447251,34
20,2.4450263182322183,0.12618048486587904,0.16786599159240723,0.008148531198064817,0.01,7,50,0.8132386371503426,0.8101851191838508,0.7933966043221814,0.8056067868854582,0.008723432492023429,23
21,3.9120322863260903,0.09926694972946061,0.31166934967041016,0.016192536126557674,0.01,7,100,0.8177599131575671,0.8144569927696031,0.7954940142989047,0.8092369734086917,0.009810844835937594,21
22,5.54830272992452,0.26851419972510426,0.4777037302652995,0.005235933343826232,0.01,7,150,0.820552499550004,0.8173712158112965,0.7977899856658196,0.81190456700904,0.010064664141683367,19
23,7.332555452982585,0.669258224130557,0.6250809828440348,0.0112996136666005,0.01,7,200,0.8226487329269427,0.8198549224308821,0.7986755664336411,0.8137264072638221,0.01070349480445691,16
24,11.328571240107218,1.996138644165653,1.1201433340708415,0.41368663642329245,0.01,7,250,0.8242133146721712,0.821802922815337,0.8005978292142928,0.8155380222339336,0.01061004312978878,14
25,2.442068576812744,0.11085458321101292,0.26556213696797687,0.06010350540931088,0.01,10,50,0.813152959301457,0.8103957086868933,0.7919611584258607,0.8051699421380704,0.009407606252560716,24
26,5.985055685043335,2.446381515741996,0.3689870834350586,0.050404844395347835,0.01,10,100,0.817688306574772,0.8147122968159513,0.7951302171550407,0.8091769401819212,0.010006563824696007,22
27,7.887740929921468,1.8209355503888067,1.0840520064036052,0.38023077597329513,0.01,10,150,0.8205883004705059,0.8177349568169447,0.7975672241392475,0.8119634938088994,0.010246131881587744,18
28,8.154752333958944,0.8276586841057113,0.7088143825531006,0.024490673342063972,0.01,10,200,0.8227927597049141,0.8202174141504288,0.7985228475246231,0.8138443404599887,0.010884827682224898,15
