loss,params:boosting_type,params:learning_rate,params:max_depth,params:num_boost_round,params:objective,params:subsample,status
0.15020504837363047,gbdt,0.03648268205755427,18,500,binary,0.7586159555824709,ok
0.14936572925618863,gbdt,0.05862134948359108,22,500,binary,0.7391247028471999,ok
0.1494837748037261,gbdt,0.059008294220239545,22,500,binary,0.7397239820742096,ok
0.14941091033033904,gbdt,0.06565754733569032,24,500,binary,0.7902186820699562,ok
0.15125752933209258,gbdt,0.025490247143771214,23,500,binary,0.8201684070491931,ok
0.1498564345019976,gbdt,0.044098520660932235,25,500,binary,0.8660066668243945,ok
0.14957935166222625,gbdt,0.08457816254645942,20,500,binary,0.7696273979850854,ok
0.15174344156358155,gbdt,0.022191458955167224,29,500,binary,0.7060054607858346,ok
0.1506815148560493,gbdt,0.03013070360486083,19,500,binary,0.8329414461679963,ok
0.15075825147635824,gbdt,0.05028316310414019,22,300,binary,0.7313281448587673,ok
0.19508798622437296,gbdt,0.0010029750095950122,17,150,binary,0.6366480310254605,ok
0.16182464900546434,gbdt,0.016937548871084,27,200,binary,0.6779995530575545,ok
0.14999831704865152,gbdt,0.041841196528549646,16,500,binary,0.6614648842104084,ok
0.14951476157294818,gbdt,0.09818731914380474,21,500,binary,0.6892687942883681,ok
0.15449594872754246,gbdt,0.06800942523374055,25,100,binary,0.8430307253081337,ok
0.14950916147926774,gbdt,0.053634512849626365,18,500,binary,0.9379853131346312,ok
0.15942810025952558,gbdt,0.027848793269736962,13,150,binary,0.6042298340201939,ok
0.15005254352997388,gbdt,0.08707593320943248,15,300,binary,0.812345834554198,ok
0.15409094333918005,gbdt,0.014323808442175604,22,500,binary,0.7841044830024603,ok
0.15416451305464296,gbdt,0.03651572152949775,19,200,binary,0.8779254917138436,ok
0.1497199626602047,gbdt,0.07258395405243859,12,500,binary,0.7607077396079793,ok
0.18177479111023676,gbdt,0.007044748429079757,27,100,binary,0.7474671210721977,ok
0.1520763848993707,gbdt,0.0210498159398334,21,500,binary,0.5823376994038146,ok
0.1504001129855913,gbdt,0.033444406056806625,17,500,binary,0.779731495636763,ok
0.15153493511108762,gbdt,0.04102329777654171,25,300,binary,0.8519919289065178,ok
0.16887010437228922,gbdt,0.013004868373142844,14,150,binary,0.6263623169449405,ok
0.14927699450103527,gbdt,0.06193103006755226,20,500,binary,0.7150456664683804,ok
0.17760451876574024,gbdt,0.005086844073106122,20,200,binary,0.5449401316533589,ok
0.1578041853721922,gbdt,0.04804654178238116,16,100,binary,0.6497897750176627,ok
0.1494183550016296,gbdt,0.06382062863147342,15,500,binary,0.7202312203941266,ok
0.15738247658921123,gbdt,0.010781943659049956,11,500,binary,0.9854421019561861,ok
0.1543386309304916,gbdt,0.023731896985747833,18,300,binary,0.7991588625484501,ok
0.14947972021560796,gbdt,0.07714884971303725,23,500,binary,0.7112187532768278,ok
0.16333010499558043,gbdt,0.02752793833203352,6,150,binary,0.9544041626735729,ok
0.1877119745900705,gbdt,0.002009027115965381,10,200,binary,0.7657798513343288,ok
0.15239690913367576,gbdt,0.01922467393078821,24,500,binary,0.6908470928104505,ok
0.17903495702232208,gbdt,0.008963255806984679,20,100,binary,0.9058950763861706,ok
0.1497703468917696,gbdt,0.09139236566955891,16,500,binary,0.8888664049879372,ok
0.1727972611328824,gbdt,0.0029388659085798716,17,500,binary,0.5001474832309131,ok
0.15272178411147508,gbdt,0.03174077569632773,8,500,binary,0.8615460677475965,ok
0.15076321479600352,gbdt,0.0525555296677624,19,300,binary,0.9354453132198549,ok
0.15630817744193726,gbdt,0.03898688545407834,14,150,binary,0.8381360334715097,ok
0.14947036253249735,gbdt,0.08034838321281738,12,500,binary,0.6703645580535081,ok
0.15057335239776892,gbdt,0.09814653200588094,21,200,binary,0.7299765299320886,ok
0.14957247847266764,gbdt,0.06425717555386729,13,500,binary,0.82174283757785,ok
0.16997127542810075,gbdt,0.017871160305607137,19,100,binary,0.6160597346792238,ok
0.14975569766195163,gbdt,0.04584113523610689,18,500,binary,0.5585121300181589,ok
0.14934505778813678,gbdt,0.07233686473352222,23,500,binary,0.7504166416215738,ok
0.15907656808391224,gbdt,0.015170691144597175,10,300,binary,0.7895258550373042,ok
0.1604175583064702,gbdt,0.027455217860376753,9,150,binary,0.7043274488476118,ok
0.14974348095007706,gbdt,0.0558995496382304,15,500,binary,0.8052401475909865,ok
0.15423274299448853,gbdt,0.03518668983079303,26,200,binary,0.8713261368192048,ok
0.1496481559930648,gbdt,0.08651435134433685,17,500,binary,0.9152851909906448,ok
0.18874253708581834,gbdt,0.003644035919916015,29,100,binary,0.8131017015094217,ok
0.15943223318447952,gbdt,0.008141121779331222,21,500,binary,0.6539707814722687,ok
0.1627865798998126,gbdt,0.006274670996387907,18,500,binary,0.6341291493787611,ok
0.1550530186528446,gbdt,0.02128205770952932,20,300,binary,0.8862295029922285,ok
0.152974751909131,gbdt,0.06084787837557116,25,150,binary,0.5190806705504706,ok
0.15012007381617432,gbdt,0.041845005420029946,14,500,binary,0.6934978975085487,ok
0.15255043152525793,gbdt,0.04843739217326273,27,200,binary,0.6809121196340534,ok
0.18398446895147347,gbdt,0.0011626818129631656,22,500,binary,0.77439249341053,ok
0.15327746288073818,gbdt,0.0990214313583058,13,100,binary,0.5903131700283684,ok
0.1514382267904978,gbdt,0.025287621164671027,17,500,binary,0.8530533315381121,ok
0.15481326564462472,gbdt,0.01287772786998282,24,500,binary,0.6065108244223663,ok
0.15721965103010715,gbdt,0.016332405773785315,20,300,binary,0.9300052179637156,ok
0.15784608044203086,gbdt,0.030978293056533556,21,150,binary,0.7436338459814525,ok
0.14944999498688116,gbdt,0.06968073277104522,16,500,binary,0.8279971951131979,ok
0.1796339056132723,gbdt,0.004257054718740723,28,200,binary,0.7567420417892009,ok
0.15196026310953714,gbdt,0.022874628378770887,15,500,binary,0.7220907189088318,ok
0.15664462493384101,gbdt,0.05380189787839982,19,100,binary,0.7129643574462106,ok
0.1500563491629282,gbdt,0.037894297147031325,23,500,binary,0.904882098865512,ok
0.15581908426643531,gbdt,0.011510627429503593,18,500,binary,0.7883716852213484,ok
0.1555482096561297,gbdt,0.01975747047349361,19,300,binary,0.9489916572712552,ok
0.1717324941825148,gbdt,0.0031753411221880938,16,500,binary,0.6681217378346761,ok
0.18931302940996841,gbdt,0.002267151095032696,26,150,binary,0.9905580816477056,ok
0.15062628065174755,gbdt,0.09214347099155326,22,200,binary,0.8411194284307637,ok
0.15786185130740282,gbdt,0.010110007310197388,11,500,binary,0.7279409221969155,ok
0.15386870005226172,gbdt,0.07567333100237612,24,100,binary,0.962256241691909,ok
0.15020667499944862,gbdt,0.04492807584621973,12,500,binary,0.5693280136497865,ok
0.1526731660147821,gbdt,0.028135397013962067,9,500,binary,0.8973815456202027,ok
0.14949677783078041,gbdt,0.07444358552537521,23,500,binary,0.7537946887266312,ok
0.1494259425223371,gbdt,0.0707789764867169,22,500,binary,0.7340945530547851,ok
0.1492777992072023,gbdt,0.06110281730797398,20,500,binary,0.7464558393003802,ok
0.14945166148301725,gbdt,0.06015517865873197,20,500,binary,0.7671496803408938,ok
0.14950490370979086,gbdt,0.08072967242760642,18,500,binary,0.6818681242345788,ok
0.14930023997089836,gbdt,0.05115458412965379,19,500,binary,0.6553870042880804,ok
0.1503432741323425,gbdt,0.03525969071655994,17,500,binary,0.6990611318565544,ok
0.14985748828353485,gbdt,0.039872097368152726,21,500,binary,0.7961035256505018,ok
0.14942645561172707,gbdt,0.08959417283004925,15,500,binary,0.77679023100318,ok
0.15033973950744162,gbdt,0.03313801046876636,21,500,binary,0.8179823696699136,ok
0.1498060972716252,gbdt,0.044746338184485104,17,500,binary,0.8063453379671548,ok
0.14953841239769705,gbdt,0.05828848609605122,20,500,binary,0.7398317623539216,ok
0.15034125447626145,gbdt,0.06274859509601001,16,300,binary,0.8607957964932508,ok
0.15459813218035967,gbdt,0.04960884193228008,14,150,binary,0.629147719230087,ok
0.14967855224025783,gbdt,0.06623044550857712,19,500,binary,0.7093025864910385,ok
0.150714427904045,gbdt,0.08494114628659402,22,200,binary,0.618263896993163,ok
0.1505315455788292,gbdt,0.03025355115644408,25,500,binary,0.8472551737059559,ok
0.1563386318762201,gbdt,0.05507094050300729,18,100,binary,0.6431861167993816,ok
0.1497966795070399,gbdt,0.09975110482937324,24,500,binary,0.7635988082243634,ok
0.15001562357253206,gbdt,0.041692681226115934,15,500,binary,0.720969429780546,ok
0.15406106351263305,gbdt,0.023936097956540413,23,300,binary,0.6652325748272379,ok
0.14946886094693623,gbdt,0.08230956124302094,20,500,binary,0.7827854712228428,ok
0.15686538796781269,gbdt,0.036522266210175805,13,150,binary,0.835954145840645,ok
0.14966460818936334,gbdt,0.09831789048380962,21,500,binary,0.6923502195229861,ok
0.19001826185857051,gbdt,0.0015172755807495732,17,200,binary,0.8747382151482141,ok
0.149653914427183,gbdt,0.04835272189544124,16,500,binary,0.7511014942112316,ok
0.16996953519755909,gbdt,0.018024712161708603,18,100,binary,0.8276201279226164,ok
0.14934924319753418,gbdt,0.06796959976259102,19,500,binary,0.6766061083866346,ok
0.15106240244901004,gbdt,0.026681204790203715,20,500,binary,0.9774800582946673,ok
0.15231857213020294,gbdt,0.032707602241896554,22,300,binary,0.7928039736656893,ok
0.15365329300432828,gbdt,0.054191485419799304,18,150,binary,0.8031285500143912,ok
0.1500610963211476,gbdt,0.041745835395009555,14,500,binary,0.6994630169293181,ok
0.16397845657457688,gbdt,0.01431635330521321,21,200,binary,0.7408533671317776,ok
0.16599499767280312,gbdt,0.004819299443238827,19,500,binary,0.8148420549256661,ok
0.1543493963205389,gbdt,0.07768301147190036,15,100,binary,0.5423047381179029,ok
0.1518984142563915,gbdt,0.02191742027477068,24,500,binary,0.7731800330277644,ok
0.1608004194467395,gbdt,0.007343433918132529,17,500,binary,0.9187630763796883,ok
0.1496881463968004,gbdt,0.09076803068127487,23,500,binary,0.7097170010043441,ok
0.15086836181293173,gbdt,0.06110371568862173,12,300,binary,0.6385704743394341,ok
0.15827039272018018,gbdt,0.030304517610162996,16,150,binary,0.8823358980638105,ok
0.1501392710461612,gbdt,0.03753873408790632,20,500,binary,0.6861346173271644,ok
0.15289564744815787,gbdt,0.044692563282076124,26,200,binary,0.5903838476663815,ok
0.1494834637350584,gbdt,0.06515634906031842,25,500,binary,0.7298437575526385,ok
0.14940027034198122,gbdt,0.0729607613954199,18,500,binary,0.7629945561504532,ok
0.1836958805756237,gbdt,0.005934278127420954,22,100,binary,0.8657038756720308,ok
0.14985135531540106,gbdt,0.09873194522233178,11,500,binary,0.6542843912986877,ok
0.15201183312140343,gbdt,0.025212717448343226,13,500,binary,0.8963940737873606,ok
0.15086797401334628,gbdt,0.05125902249748965,29,300,binary,0.609797978434985,ok
0.14946749679122018,gbdt,0.057222771003519385,16,500,binary,0.85159316626862,ok
0.15181796315174323,gbdt,0.08169629768790625,17,150,binary,0.7478823679035473,ok
0.15001581251149843,gbdt,0.03916487813706713,21,500,binary,0.7197599285909129,ok
0.16260253424051907,gbdt,0.01597801422568449,19,200,binary,0.7824452656012971,ok
0.15032716128723533,gbdt,0.03418179746437402,27,500,binary,0.8245991092755183,ok
0.16877560763030353,gbdt,0.01949512353215821,14,100,binary,0.9303514144347622,ok
0.15075976509924516,gbdt,0.04704901757738426,10,500,binary,0.7987024913193441,ok
